field_id	title	item_type
30715	C-reactive protein missing reason	0
30716	C-reactive protein reportability	0
30720	Cystatin C	0
30721	Cystatin C assay date	0
30722	Cystatin C aliquot	0
30723	Cystatin C correction level	0
30724	Cystatin C correction reason	0
30725	Cystatin C missing reason	0
30726	Cystatin C reportability	0
30730	Gamma glutamyltransferase	0
30731	Gamma glutamyltransferase assay date	0
30732	Gamma glutamyltransferase aliquot	0
30733	Gamma glutamyltransferase correction level	0
30734	Gamma glutamyltransferase correction reason	0
30735	Gamma glutamyltransferase missing reason	0
30736	Gamma glutamyltransferase reportability	0
30740	Glucose	0
30741	Glucose assay date	0
30742	Glucose aliquot	0
30743	Glucose correction level	0
30744	Glucose correction reason	0
30745	Glucose missing reason	0
30746	Glucose reportability	0
30750	Glycated haemoglobin (HbA1c)	0
30751	Glycated haemoglobin (HbA1c) assay date	0
30753	Glycated haemoglobin (HbA1c) correction level	0
30754	Glycated haemoglobin (HbA1c) correction reason	0
30755	Glycated haemoglobin (HbA1c) missing reason	0
30756	Glycated haemoglobin (HbA1c) reportability	0
30760	HDL cholesterol	0
30761	HDL cholesterol assay date	0
30762	HDL cholesterol aliquot	0
30763	HDL cholesterol correction level	0
30764	HDL cholesterol correction reason	0
30765	HDL cholesterol missing reason	0
30766	HDL cholesterol reportability	0
30770	IGF-1	0
30771	IGF-1 assay date	0
30772	IGF-1 aliquot	0
30773	IGF-1 correction level	0
30774	IGF-1 correction reason	0
30775	IGF-1 missing reason	0
30776	IGF-1 reportability	0
30780	LDL direct	0
30781	LDL direct assay date	0
30782	LDL direct aliquot	0
30783	LDL direct correction level	0
30784	LDL direct correction reason	0
30785	LDL direct missing reason	0
30786	LDL direct reportability	0
30790	Lipoprotein A	0
30791	Lipoprotein A assay date	0
30792	Lipoprotein A aliquot	0
30793	Lipoprotein A correction level	0
30794	Lipoprotein A correction reason	0
30795	Lipoprotein A missing reason	0
30796	Lipoprotein A reportability	0
30800	Oestradiol	0
30801	Oestradiol assay date	0
30802	Oestradiol aliquot	0
30803	Oestradiol correction level	0
30804	Oestradiol correction reason	0
30805	Oestradiol missing reason	0
30806	Oestradiol reportability	0
30810	Phosphate	0
30811	Phosphate assay date	0
30812	Phosphate aliquot	0
30813	Phosphate correction level	0
30814	Phosphate correction reason	0
30815	Phosphate missing reason	0
30816	Phosphate reportability	0
30820	Rheumatoid factor	0
30821	Rheumatoid factor assay date	0
30822	Rheumatoid factor aliquot	0
30823	Rheumatoid factor correction level	0
30824	Rheumatoid factor correction reason	0
30825	Rheumatoid factor missing reason	0
30826	Rheumatoid factor reportability	0
30830	SHBG	0
30831	SHBG assay date	0
30832	SHBG aliquot	0
30833	SHBG correction level	0
30834	SHBG correction reason	0
30835	SHBG missing reason	0
30836	SHBG reportability	0
30840	Total bilirubin	0
30841	Total bilirubin assay date	0
30842	Total bilirubin aliquot	0
30843	Total bilirubin correction level	0
30844	Total bilirubin correction reason	0
30845	Total bilirubin missing reason	0
30846	Total bilirubin reportability	0
30850	Testosterone	0
30851	Testosterone assay date	0
30852	Testosterone aliquot	0
30853	Testosterone correction level	0
30854	Testosterone correction reason	0
30855	Testosterone missing reason	0
30856	Testosterone reportability	0
30860	Total protein	0
30861	Total protein assay date	0
30862	Total protein aliquot	0
30863	Total protein correction level	0
30864	Total protein correction reason	0
30865	Total protein missing reason	0
30866	Total protein reportability	0
30870	Triglycerides	0
30871	Triglycerides assay date	0
30872	Triglycerides aliquot	0
30873	Triglycerides correction level	0
30874	Triglycerides correction reason	0
30875	Triglycerides missing reason	0
30876	Triglycerides reportability	0
30880	Urate	0
30881	Urate assay date	0
30882	Urate aliquot	0
30883	Urate correction level	0
30884	Urate correction reason	0
30885	Urate missing reason	0
30886	Urate reportability	0
30890	Vitamin D	0
30891	Vitamin D assay date	0
30892	Vitamin D aliquot	0
30893	Vitamin D correction level	0
30894	Vitamin D correction reason	0
30895	Vitamin D missing reason	0
30896	Vitamin D reportability	0
30897	Estimated sample dilution factor	0
40000	Date of death	0
40001	Underlying (primary) cause of death: ICD10	0
40002	Contributory (secondary) causes of death: ICD10	0
40005	Date of cancer diagnosis	0
40006	Type of cancer: ICD10	0
40007	Age at death	0
40008	Age at cancer diagnosis	0
40009	Reported occurrences of cancer	0
40010	Description of cause of death	0
40011	Histology of cancer tumour	0
40012	Behaviour of cancer tumour	0
40013	Type of cancer: ICD9	0
40018	Death record format	0
40019	Cancer record format	0
40020	Death record origin	0
40021	Cancer record origin	0
40022	Inpatient record origin	0
40023	Records in death dataset	30
40100	Records of COVID-19 test results	30
40101	GP clinical event records (TPP source)	30
40102	GP prescription records (TPP source)	30
40103	GP clinical event records (EMIS source)	30
40104	GP prescription records (EMIS source)	30
40425	Volume of DNA held by UKB	10
41000	Case-control status for COVID19 imaging repeat	0
41001	Source of positive COVID test result	0
41149	Records in HES inpatient operations dataset	30
41200	Operative procedures - main OPCS4	0
41201	External causes - ICD10	0
41202	Diagnoses - main ICD10	0
41203	Diagnoses - main ICD9	0
41204	Diagnoses - secondary ICD10	0
41205	Diagnoses - secondary ICD9	0
41206	Intended management of patient (polymorphic)	0
41207	Main speciality of consultant (polymorphic)	0
41208	Treatment speciality of consultant (polymorphic)	0
41209	Patient classification on admission (polymorphic)	0
41210	Operative procedures - secondary OPCS4	0
41211	Destinations on discharge from hospital (polymorphic)	0
41212	Methods of admission to hospital (polymorphic)	0
41213	Methods of discharge from hospital (polymorphic)	0
41214	Carer support indicators	0
41215	Detention categories	0
41216	Legal statuses	0
41217	Mental categories	0
41218	History of psychiatric care on admission	0
41219	Anaesthetics administered during delivery	0
41220	Anaesthetics administered post delivery	0
41221	Delivery methods	0
41222	Delivery onset methods	0
41223	Delivery places	0
41224	Intended delivery places	0
41225	Resuscitation methods	0
41226	Sex of baby	0
41227	Status of baby at birth	0
41228	Statuses of person conducting delivery	0
41229	PCT responsible for patient data	0
41230	PCT where patients GP was registered	0
41231	Hospital episode type	0
41232	Administrative and legal statuses	0
41233	Sources of admission to hospital (polymorphic)	0
41234	Records in HES inpatient diagnoses dataset	30
41235	Spells in hospital	0
41244	Intended management of patient (recoded)	0
41245	Main speciality of consultant (recoded)	0
41246	Treatment speciality of consultant (recoded)	0
41247	Patient classification on admission (recoded)	0
41248	Destinations on discharge from hospital (recoded)	0
41249	Methods of admission to hospital (recoded)	0
41250	Methods of discharge from hospital (recoded)	0
41251	Sources of admission to hospital (recoded)	0
41253	Inpatient record format	0
41256	Operative procedures - main OPCS3	0
41257	Date of first operative procedure - main OPCS3	0
41258	Operative procedures - secondary OPCS3	0
41259	Records in HES inpatient main dataset	30
41260	Date of first operative procedure - main OPCS4	0
41261	Records in HES inpatient maternity dataset	30
41262	Date of first in-patient diagnosis - main ICD10	0
41263	Date of first in-patient diagnosis - main ICD9	0
41264	Records in HES inpatient delivery dataset	30
41265	Records in HES inpatient birth dataset	30
41266	Number of babies delivered from single pregnancy	0
41267	Number of previous pregnancies	0
41268	Date of first antenatal assessment	0
41269	Gestation period at first antenatal assessment	0
41270	Diagnoses - ICD10	0
41271	Diagnoses - ICD9	0
41272	Operative procedures - OPCS4	0
41273	Operative procedures - OPCS3	0
41275	Duration of antenatal stay	0
41276	Number of weeks of gestation	0
41277	Reason for changing delivery place	0
41278	Birth order	0
41279	Detention date	0
41280	Date of first in-patient diagnosis - ICD10	0
41281	Date of first in-patient diagnosis - ICD9	0
41282	Date of first operative procedure - OPCS4	0
41283	Date of first operative procedure - OPCS3	0
41284	Baby birth weight	0
41285	Duration of postnatal stay	0
41286	Mother age on date of delivery	0
41288	Date of birth of baby	0
41289	Records in HES inpatient psychiatric dataset	30
41290	Records in HES inpatient critical care dataset	30
42000	Date of myocardial infarction	0
42001	Source of myocardial infarction report	0
42002	Date of STEMI	0
42003	Source of STEMI report	0
42004	Date of NSTEMI	0
42005	Source of NSTEMI report	0
42006	Date of stroke	0
42007	Source of stroke report	0
42008	Date of ischaemic stroke	0
42009	Source of ischaemic stroke report	0
42010	Date of intracerebral haemorrhage	0
42011	Source of intracerebral haemorrhage report	0
42012	Date of subarachnoid haemorrhage	0
42013	Source of subarachnoid haemorrhage report	0
42014	Date of asthma report	0
42015	Source of asthma report	0
42016	Date of chronic obstructive pulmonary disease report	0
42017	Source of chronic obstructive pulmonary disease report	0
42018	Date of all cause dementia report	0
42019	Source of all cause dementia report	0
42020	Date of alzheimer's disease report	0
42021	Source of alzheimer's disease report	0
42022	Date of vascular dementia report	0
42023	Source of vascular dementia report	0
42024	Date of frontotemporal dementia report	0
42025	Source of frontotemporal dementia report	0
42026	Date of end stage renal disease report	0
42027	Source of end stage renal disease report	0
42028	Date of motor neurone disease report	0
42029	Source of motor neurone disease report	0
42030	Date of all cause parkinsonism report	0
42031	Source of all cause parkinsonism report	0
42032	Date of parkinson's disease report	0
42033	Source of parkinson's disease report	0
42034	Date of progressive supranuclear palsy report	0
42035	Source of progressive supranuclear palsy report	0
42036	Date of multiple system atrophy report	0
42037	Source of multiple system atrophy report	0
42038	GP registration records	30
42039	GP prescription records	30
42040	GP clinical event records	30
90001	Acceleration data - cwa format	20
90002	Data problem indicator	0
90003	Start of requested wear period	0
90004	Acceleration intensity time-series	20
90010	Start time of wear	0
90011	End time of wear	0
90012	Overall acceleration average	0
90013	Standard deviation of acceleration	0
90015	Data quality, good wear time	0
90016	Data quality, good calibration	0
90017	Data quality, calibrated on own data	0
90018	Daylight savings crossover	0
90019	Monday average acceleration	0
90020	Tuesday average acceleration	0
90021	Wednesday average acceleration	0
90022	Thursday average acceleration	0
90023	Friday average acceleration	0
90024	Saturday average acceleration	0
90025	Sunday average acceleration	0
90026	First weekday of wear	0
90027	Average acceleration 00:00 - 00:59	0
90028	Average acceleration 01:00 - 01:59	0
90029	Average acceleration 02:00 - 02:59	0
90030	Average acceleration 03:00 - 03:59	0
90031	Average acceleration 04:00 - 04:59	0
90032	Average acceleration 05:00 - 05:59	0
90033	Average acceleration 06:00 - 06:59	0
90034	Average acceleration 07:00 - 07:59	0
90035	Average acceleration 08:00 - 08:59	0
90036	Average acceleration 09:00 - 09:59	0
90037	Average acceleration 10:00 - 10:59	0
90038	Average acceleration 11:00 - 11:59	0
90039	Average acceleration 12:00 - 12:59	0
90040	Average acceleration 13:00 - 13:59	0
90041	Average acceleration 14:00 - 14:59	0
90042	Average acceleration 15:00 - 15:59	0
90043	Average acceleration 16:00 - 16:59	0
90044	Average acceleration 17:00 - 17:59	0
90045	Average acceleration 18:00 - 18:59	0
90046	Average acceleration 19:00 - 19:59	0
90047	Average acceleration 20:00 - 20:59	0
90048	Average acceleration 21:00 - 21:59	0
90049	Average acceleration 22:00 - 22:59	0
90050	Average acceleration 23:00 - 23:59	0
90051	Wear duration overall	0
90052	Non wear duration overall	0
90053	Wear duration during Monday	0
90054	Wear duration during Tuesday	0
90055	Wear duration during Wednesday	0
90056	Wear duration during Thursday	0
90057	Wear duration during Friday	0
90058	Wear duration during Saturday	0
90059	Wear duration during Sunday	0
90060	Wear duration during 00:00 - 00:59	0
90061	Wear duration during 01:00 - 01:59	0
90062	Wear duration during 02:00 - 02:59	0
90063	Wear duration during 03:00 - 03:59	0
90064	Wear duration during 04:00 - 04:59	0
90065	Wear duration during 05:00 - 05:59	0
90066	Wear duration during 06:00 - 06:59	0
90067	Wear duration during 07:00 - 07:59	0
90068	Wear duration during 08:00 - 08:59	0
90069	Wear duration during 09:00 - 09:59	0
90070	Wear duration during 10:00 - 10:59	0
90071	Wear duration during 11:00 - 11:59	0
90072	Wear duration during 12:00 - 12:59	0
90073	Wear duration during 13:00 - 13:59	0
90074	Wear duration during 14:00 - 14:59	0
90075	Wear duration during 15:00 - 15:59	0
90076	Wear duration during 16:00 - 16:59	0
90077	Wear duration during 17:00 - 17:59	0
90078	Wear duration during 18:00 - 18:59	0
90079	Wear duration during 19:00 - 19:59	0
90080	Wear duration during 20:00 - 20:59	0
90081	Wear duration during 21:00 - 21:59	0
90082	Wear duration during 22:00 - 22:59	0
90083	Wear duration during 23:00 - 23:59	0
90084	Unique hours of wear in a 24 hour cycle (scattered over multiple days)	0
90085	Unique minutes of wear in a 24 hour cycle (scattered over multiple days)	0
90086	Non wear episodes over 1 hour duration	0
90087	No-wear time bias adjusted average acceleration	0
90088	No-wear time bias adjusted acceleration standard deviation	0
90089	No-wear time bias adjusted acceleration median	0
90090	No-wear time bias adjusted acceleration minimum	0
90091	No-wear time bias adjusted acceleration maximum	0
90092	Fraction acceleration <= 1 milli-gravities	0
90093	Fraction acceleration <= 2 milli-gravities	0
90094	Fraction acceleration <= 3 milli-gravities	0
90095	Fraction acceleration <= 4 milli-gravities	0
90096	Fraction acceleration <= 5 milli-gravities	0
90097	Fraction acceleration <= 6 milli-gravities	0
90098	Fraction acceleration <= 7 milli-gravities	0
90099	Fraction acceleration <= 8 milli-gravities	0
90100	Fraction acceleration <= 9 milli-gravities	0
90101	Fraction acceleration <= 10 milli-gravities	0
90102	Fraction acceleration <= 11 milli-gravities	0
90103	Fraction acceleration <= 12 milli-gravities	0
90104	Fraction acceleration <= 13 milli-gravities	0
90105	Fraction acceleration <= 14 milli-gravities	0
90106	Fraction acceleration <= 15 milli-gravities	0
90107	Fraction acceleration <= 16 milli-gravities	0
90108	Fraction acceleration <= 17 milli-gravities	0
90109	Fraction acceleration <= 18 milli-gravities	0
90110	Fraction acceleration <= 19 milli-gravities	0
90111	Fraction acceleration <= 20 milli-gravities	0
90112	Fraction acceleration <= 25 milli-gravities	0
90113	Fraction acceleration <= 30 milli-gravities	0
90114	Fraction acceleration <= 35 milli-gravities	0
90115	Fraction acceleration <= 40 milli-gravities	0
90116	Fraction acceleration <= 45 milli-gravities	0
90117	Fraction acceleration <= 50 milli-gravities	0
90118	Fraction acceleration <= 55 milli-gravities	0
90119	Fraction acceleration <= 60 milli-gravities	0
90120	Fraction acceleration <= 65 milli-gravities	0
90121	Fraction acceleration <= 70 milli-gravities	0
90122	Fraction acceleration <= 75 milli-gravities	0
90123	Fraction acceleration <= 80 milli-gravities	0
90124	Fraction acceleration <= 85 milli-gravities	0
90125	Fraction acceleration <= 90 milli-gravities	0
90126	Fraction acceleration <= 95 milli-gravities	0
90127	Fraction acceleration <= 100 milli-gravities	0
90128	Fraction acceleration <= 125 milli-gravities	0
90129	Fraction acceleration <= 150 milli-gravities	0
90130	Fraction acceleration <= 175 milli-gravities	0
90131	Fraction acceleration <= 200 milli-gravities	0
90132	Fraction acceleration <= 225 milli-gravities	0
90133	Fraction acceleration <= 250 milli-gravities	0
90134	Fraction acceleration <= 275 milli-gravities	0
90135	Fraction acceleration <= 300 milli-gravities	0
90136	Fraction acceleration <= 325 milli-gravities	0
90137	Fraction acceleration <= 350 milli-gravities	0
90138	Fraction acceleration <= 375 milli-gravities	0
90139	Fraction acceleration <= 400 milli-gravities	0
90140	Fraction acceleration <= 425 milli-gravities	0
90141	Fraction acceleration <= 450 milli-gravities	0
90142	Fraction acceleration <= 475 milli-gravities	0
90143	Fraction acceleration <= 500 milli-gravities	0
90144	Fraction acceleration <= 600 milli-gravities	0
90145	Fraction acceleration <= 700 milli-gravities	0
90146	Fraction acceleration <= 800 milli-gravities	0
90147	Fraction acceleration <= 900 milli-gravities	0
90148	Fraction acceleration <= 1000 milli-gravities	0
90149	Fraction acceleration <= 1100 milli-gravities	0
90150	Fraction acceleration <= 1200 milli-gravities	0
90151	Fraction acceleration <= 1300 milli-gravities	0
90152	Fraction acceleration <= 1400 milli-gravities	0
90153	Fraction acceleration <= 1500 milli-gravities	0
90154	Fraction acceleration <= 1600 milli-gravities	0
90155	Fraction acceleration <= 1700 milli-gravities	0
90156	Fraction acceleration <= 1800 milli-gravities	0
90157	Fraction acceleration <= 1900 milli-gravities	0
90158	Fraction acceleration <= 2000 milli-gravities	0
90159	Error tolerance before calibration	0
90160	Error tolerance after calibration	0
90161	Calibration coefficients - x offset	0
90162	Calibration coefficients - y offset	0
90163	Calibration coefficients - z offset	0
90164	Calibration coefficients - x slope	0
90165	Calibration coefficients - y slope	0
90166	Calibration coefficients - z slope	0
90167	Calibration coefficients - x temp	0
90168	Calibration coefficients - y temp	0
90169	Calibration coefficients - z temp	0
90170	Calibration coefficients - mean temperature	0
90171	Calibration - number of static points	0
90172	Calibration - minimum x stationary value	0
90173	Calibration - maximum x stationary value	0
90174	Calibration - minimum y stationary value	0
90175	Calibration - maximum y stationary value	0
90176	Calibration - minimum z stationary value	0
90177	Calibration - maximum z stationary value	0
90179	Device ID	0
90180	Interrupted recording periods	0
90181	Duration of interrupted recording periods	0
90182	Data recording errors	0
90183	Readings exceeding +/-8 gravities before calibration	0
90184	Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch	0
90185	Readings exceeding +/-8 gravities after calibration	0
90186	Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch	0
90187	Total data readings	0
90188	Sample rate average	0
90189	Sample rate standard deviation	0
90190	Sample rate minimum	0
90191	Sample rate maximum	0
90192	Temperature average	0
90193	Temperature standard deviation	0
90194	Temperature minimum	0
90195	Temperature maximum	0
100001	Food weight	0
100002	Energy	0
100003	Protein	0
100004	Fat	0
100005	Carbohydrate	0
100006	Saturated fat	0
100007	Polyunsaturated fat	0
100008	Total sugars	0
100009	Englyst dietary fibre	0
100010	Portion size	0
100011	Iron	0
100012	Vitamin B6	0
100013	Vitamin B12	0
100014	Folate	0
100015	Vitamin C	0
100016	Potassium	0
100017	Magnesium	0
100018	Retinol	0
100019	Carotene	0
100020	Typical diet yesterday	0
100021	Vitamin D	0
100022	Alcohol	0
100023	Starch	0
100024	Calcium	0
100025	Vitamin E	0
100026	Daily dietary data not credible	0
100150	Drinking water intake	0
100160	Low calorie drink intake	0
100170	Fizzy drink intake	0
100180	Squash intake	0
100190	Orange juice intake	0
100200	Grapefruit juice intake	0
100210	Pure fruit/vegetable juice intake	0
100220	Fruit smoothie intake	0
100230	Dairy smoothie intake	0
100240	Coffee consumed	0
100250	Instant coffee intake	0
100260	Added milk to instant coffee	0
100270	Filtered coffee intake	0
100280	Added milk to filtered coffee	0
100290	Cappuccino intake	0
100300	Latte intake	0
100310	Espresso intake	0
100320	Added milk to espresso	0
100330	Other coffee type	0
100350	Added milk to other coffee type	0
100360	Decaffeinated coffee	0
100370	Intake of sugar added to coffee	0
100380	Intake of artificial sweetener added to coffee	0
100390	Tea consumed	0
100400	Standard tea intake	0
100410	Rooibos tea intake	0
100420	Green tea intake	0
100430	Herbal tea intake	0
100440	Other tea intake	0
100460	Added milk to standard tea	0
100470	Decaffeinated tea	0
100480	Added milk to rooibos tea	0
100490	Intake of sugar added to tea	0
100500	Intake of artificial sweetener added to tea	0
100510	Other non-alcoholic drinks	0
100520	Milk intake	0
100530	Flavoured milk intake	0
100540	Low calorie hot chocolate intake	0
100550	Hot chocolate intake	0
100560	Other drink intake	0
100580	Alcohol consumed	0
100590	Red wine intake	0
100630	Rose wine intake	0
100670	White wine intake	0
100710	Beer/cider intake	0
100720	Fortified wine intake	0
100730	Spirits intake	0
100740	Other alcohol intake	0
100760	Breakfast cereal consumed	0
100770	Porridge intake	0
100800	Muesli intake	0
100810	Oat crunch intake	0
100820	Sweetened cereal intake	0
100830	Plain cereal intake	0
100840	Bran cereal intake	0
100850	Whole-wheat cereal intake	0
100860	Other cereal intake	0
100880	Dried fruit added to cereal	0
100890	Milk added to cereal	0
100900	Intake of sugar added to cereal	0
100910	Intake of artificial sweetener added to cereal	0
100920	Type milk consumed	0
100940	Bread consumed	0
100950	Sliced bread intake	0
101020	Baguette intake	0
101090	Bap intake	0
101160	Bread roll intake	0
101230	Naan bread intake	0
101240	Garlic bread intake	0
101250	Crispbread intake	0
101260	Oatcakes intake	0
101270	Other bread intake	0
101300	Butter/margarine on bread/crackers	0
101310	Number of bread slices with butter/margarine	0
101350	Number of baguettes with butter/margarine	0
101390	Number of baps with  butter/margarine	0
101430	Number of bread rolls with  butter/margarine	0
101470	Number of crackers/crispbreads with butter/margarine	0
101510	Number of oatcakes with  butter/margarine	0
101550	Number of other bread types with  butter/margarine	0
101970	Double crust pastry intake	0
101980	Single crust pastry intake	0
101990	Crumble intake	0
102000	Pizza intake	0
102010	Pancake intake	0
102020	Scotch pancake intake	0
102030	Yorkshire pudding intake	0
102040	Indian snacks intake	0
102050	Croissant intake	0
102060	Danish pastry intake	0
102070	Scone intake	0
102080	Yogurt/ice-cream consumers	0
102090	Yogurt intake	0
102120	Ice-cream intake	0
102130	Dessert consumers	0
102140	Milk-based pudding intake	0
102150	Other milk-based pudding intake	0
102170	Soya dessert intake	0
102180	Fruitcake intake	0
102190	Cake intake	0
102200	Doughnut intake	0
102210	Sponge pudding intake	0
102220	Cheesecake intake	0
102230	Other dessert intake	0
102250	Sweet snack consumers	0
102260	Chocolate bar intake	0
102270	White chocolate intake	0
102280	Milk chocolate intake	0
102290	Dark chocolate intake	0
102300	Chocolate-covered raisin intake	0
102310	Chocolate sweet intake	0
102320	Diet sweets intake	0
102330	Sweets intake	0
102340	Chocolate-covered biscuits intake	0
102350	Chocolate biscuits intake	0
102360	Sweet biscuits intake	0
102370	Cereal bar intake	0
102380	Other sweets intake	0
102400	Savoury snack consumers	0
102410	Salted peanuts intake	0
102420	Unsalted peanuts intake	0
102430	Salted nuts intake	0
102440	Unsalted nuts intake	0
102450	Seeds intake	0
102460	Crisp intake	0
102470	Savoury biscuits intake	0
102480	Cheesy biscuits intake	0
102490	Olives intake	0
102500	Other savoury snack intake	0
102520	Soup consumers	0
102530	Powdered/instant soup intake	0
102540	Canned soup intake	0
102620	Homemade soup intake	0
102700	Starchy food consumers	0
102710	White pasta intake	0
102720	Wholemeal pasta intake	0
102730	White rice intake	0
102740	Brown rice intake	0
102750	Sushi intake	0
102760	Snackpot intake	0
102770	Couscous intake	0
102780	Other grain intake	0
102800	Cheese consumers	0
102810	Low fat hard cheese intake	0
102820	Hard cheese intake	0
102830	Soft cheese intake	0
102840	Blue cheese intake	0
102850	Low fat cheese spread intake	0
102860	Cheese spread intake	0
102870	Cottage cheese intake	0
102880	Feta intake	0
102890	Mozzarella intake	0
102900	Goat's cheese intake	0
102910	Other cheese intake	0
102930	Egg consumers	0
102940	Whole egg intake	0
102950	Omelette intake	0
102960	Eggs in sandwiches intake	0
102970	Scotch egg intake	0
102980	Other egg intake	0
103000	Meat consumers	0
103010	Sausage intake	0
103020	Beef intake	0
103030	Pork intake	0
103040	Lamb intake	0
103050	Crumbed or deep-fried poultry intake	0
103060	Poultry intake	0
103070	Bacon intake	0
103080	Ham intake	0
103090	Liver intake	0
103100	Other meat intake	0
103120	Fat removed from meat	0
103130	Skin removed from poultry	0
103140	Fish consumer	0
103150	Tinned tuna intake	0
103160	Oily fish intake	0
103170	Breaded fish intake	0
103180	Battered fish intake	0
103190	White fish intake	0
103200	Prawns intake	0
103210	Lobster/crab intake	0
103220	Shellfish intake	0
103230	Other fish intake	0
103250	Vegetarian alternatives intake	0
103260	Vegetarian sausages/burgers intake	0
103270	Tofu intake	0
103280	Quorn intake	0
103290	Other vegetarian alternative intake	0
103310	Spreads/sauces consumers	0
103980	No fat for cooking	0
103990	Vegetable consumers	0
104000	Baked bean intake	0
104010	Pulses intake	0
104020	Fried potatoes intake	0
104030	Boiled/baked potatoes intake	0
104040	Butter/margarine added to potatoes	0
104050	Mashed potato intake	0
104060	Mixed vegetable intake	0
104070	Vegetable pieces intake	0
104080	Coleslaw intake	0
104090	Side salad intake	0
104100	Avocado intake	0
104110	Broad bean intake	0
104120	Green bean intake	0
104130	Beetroot intake	0
104140	Broccoli intake	0
104150	Butternut squash intake	0
104160	Cabbage/kale intake	0
104170	Carrot intake	0
104180	Cauliflower intake	0
104190	Celery intake	0
104200	Courgette intake	0
104210	Cucumber intake	0
104220	Garlic intake	0
104230	Leek intake	0
104240	Lettuce intake	0
104250	Mushroom intake	0
104260	Onion intake	0
104270	Parsnip intake	0
104280	Pea intake	0
104290	Sweet pepper intake	0
104300	Spinach intake	0
104310	Sprouts intake	0
104320	Sweetcorn intake	0
104330	Sweet potato intake	0
104340	Fresh tomato intake	0
104350	Tinned tomato intake	0
104360	Turnip/swede intake	0
104370	Watercress intake	0
104380	Other vegetables intake	0
104400	Fruit consumers	0
104410	Stewed fruit intake	0
104420	Prune intake	0
104430	Dried fruit intake	0
104440	Mixed fruit intake	0
104450	Apple intake	0
104460	Banana intake	0
104470	Berry intake	0
104480	Cherry intake	0
104490	Grapefruit intake	0
104500	Grape intake	0
104510	Mango intake	0
104520	Melon intake	0
104530	Orange intake	0
104540	Satsuma intake	0
104550	Peach/nectarine intake	0
104560	Pear intake	0
104570	Pineapple intake	0
104580	Plum intake	0
104590	Other fruit intake	0
104660	Added salt to food	0
104670	Vitamin supplement user	0
104900	Time spent doing vigorous physical activity	0
104910	Time spent doing moderate physical activity	0
104920	Time spent doing light physical activity	0
105010	When diet questionnaire completed	0
105030	When diet questionnaire started	0
110001	Invitation to complete online 24-hour recall dietary questionnaire, acceptance	0
110002	Invitation to complete online 24-hour recall dietary questionnaire, date sent	0
110003	Invitation to assessment centre, acceptance	0
110005	Invitation to physical activity study, acceptance	0
110006	Invitation to physical activity study, date sent	0
110007	Newsletter communications, date sent	0
110008	Invitation to assessment centre, date sent	0
120000	Ever had osteoarthritis affecting one or more joints (e.g. hip, knee, shoulder)	0
120001	Ever had rheumatoid arthritis affecting one or more joints	0
120002	Ever had cancer pain	0
120003	Ever had carpal tunnel syndrome	0
120004	Ever had complex regional pain syndrome (also known as CRPS)	0
120005	Ever had chronic post-surgical pain	0
120006	Year surgery was performed leading to chronic post-surgical pain	0
120007	Ever had diabetes (Type I or Type II)	0
120008	Ever had any cause of nerve damage/neuropathy other than diabetic neuropathy	0
120009	Ever had fibromyalgia syndrome	0
120010	Ever had chronic Fatigue Syndrome or Myalgic Encephalomyelitis (M.E.)	0
120011	Ever had gout	0
120012	Currently experiencing a gout flare	0
120013	Gout causing a swollen joint now	0
120014	Gout causing a warm joint now	0
120015	Average pain from gout in the past 24 hours while resting	0
120016	Ever had migraine	0
120017	Ever had pelvic pain	0
120018	Ever had post herpetic neuralgia (pain after shingles)	0
120019	Troubled by pain or discomfort present for more than 3 months	0
120020	Length of time of pain or discomfort	0
120021	Pain or discomfort all over the body in the last 3 months	0
120022	All over body pain in last three months and rating of pain	0
120023	Head pain in last three months and rating of pain	0
120024	Face pain in last three months and rating of pain	0
120025	Neck or shoulder pain in last three months and rating of pain	0
120026	Back pain in last three months and rating of pain	0
120027	Stomach or abdomen pain in last three months and rating of pain	0
120028	Hip pain in last three months and rating of pain	0
120029	Knee pain in last three months and rating of pain	0
120030	Arm pain in last three months and rating of pain	0
120031	Hand pain in last three months and rating of pain	0
120032	Pain or discomfort in both feet in last three months	0
120033	Feet pain in last three months and rating of pain	0
120034	Leg pain in last three months and rating of pain	0
120035	Chest pain in last three months and rating of pain	0
120036	Pain or discomfort in another part of the body in the last 3 months	0
120037	Area most bothered by pain in the last three months	0
120038	Pain or tenderness during the past week	0
120039	Location of pain during the past week	0
120040	Fatigue severity over the past week	0
120041	Waking unrefreshed severity over the past week	0
120042	Cognitive symptoms severity over the past week	0
120043	Pain or cramps in lower abdomen in past six months	0
120044	Depression in past six months	0
120045	Headache in past six months	0
120046	Burning pain present in pain that bothers the most	0
120047	Painful cold present in pain that bothers the most	0
120048	Electric shocks present in pain that bothers the most	0
120049	Tingling present in pain that bothers the most	0
120050	Pins and needles present in pain that bothers the most	0
120051	Numbness present in pain that bothers the most	0
120052	Itching present in pain that bothers the most	0
120053	Bad and/or recurring headaches at any time in life	0
120054	Number of days with headache in past three months	0
120055	When worst headaches began	0
120056	When worst headaches ended	0
120057	Days per month having headaches when they were at their worst	0
120058	Pain worst on just one side when headaches were at their worst	0
